date;T1;T2;T3;T4;T5;T6;T7;T8;T9
2016-01-12 03:50:00;20.39;19.7;20.2;20.23;18.6;4.26333333333333;17.89;19.2;17.0666666666667
2016-01-12 04:00:00;20.29;19.7;20.26;20.1;18.6;4.46333333333333;17.89;19.1;17.0333333333333
2016-01-12 04:10:00;20.29;19.6333333333333;20.29;20.0333333333333;18.5333333333333;4.59;17.89;19.1;17.0333333333333
2016-01-12 04:20:00;20.23;19.6;20.29;20;18.5;4.72666666666667;17.89;19.1;17.0333333333333
2016-01-12 04:30:00;20.2;19.6;20.29;19.9266666666667;18.5;4.8;17.89;19.1;17.0333333333333
2016-01-12 04:40:00;20.2;19.5666666666667;20.29;19.8566666666667;18.5;4.8;17.89;19.1;17.1
2016-01-12 04:50:00;20.1666666666667;19.5;20.29;19.79;18.5;4.8;17.89;19.1;17.1
2016-01-12 05:00:00;20.1;19.5;20.29;19.76;18.5;4.8;17.89;19.1;17.1
2016-01-12 05:10:00;20.1;19.4266666666667;20.29;19.7;18.4725;4.8;17.89;19.1;17.1
2016-01-12 05:20:00;20.0333333333333;19.39;20.29;19.6666666666667;18.39;4.76333333333333;17.89;19.05;17.1
2016-01-12 05:30:00;20;19.39;20.3566666666667;19.6;18.39;4.76333333333333;17.89;19;17.1
2016-01-12 05:40:00;20;19.39;20.39;19.6;18.39;4.83333333333333;17.89;19.0666666666667;17.1
2016-01-12 05:50:00;20;19.39;20.3233333333333;19.6;18.39;4.83333333333333;17.89;19.1;17.1
2016-01-12 06:00:00;19.9266666666667;19.29;20.3233333333333;19.5;18.39;4.9;17.89;19.0333333333333;17.1
2016-01-12 06:10:00;19.89;19.29;20.3233333333333;19.5;18.3566666666667;4.9975;17.89;19;17.1
2016-01-12 06:20:00;19.89;19.29;20.29;19.4266666666667;18.29;5.09;17.89;19;17.1
2016-01-12 06:30:00;19.89;19.29;20.29;19.39;18.29;5;17.89;19;17.1333333333333
2016-01-12 06:40:00;19.89;19.218;20.29;19.39;18.29;5;17.89;19;17.2
2016-01-12 06:50:00;19.89;19.2;20.29;19.29;18.29;4.96666666666667;17.89;19;17.2
2016-01-12 07:00:00;19.8233333333333;19.2;20.2;19.29;18.29;4.9;17.89;19;17.2
2016-01-12 07:10:00;19.8566666666667;19.2;20.2;19.29;18.29;4.93333333333333;17.89;19;17.2
2016-01-12 07:20:00;19.79;19.2;20.1666666666667;19.29;18.23;4.93333333333333;17.89;18.9266666666667;17.2
2016-01-12 07:30:00;19.79;19.175;20.1;19.26;18.2;5;17.89;18.9725;17.2
2016-01-12 07:40:00;19.79;19.1;20.1;19.2;18.2;5;17.8566666666667;18.89;17.2
2016-01-12 07:50:00;19.79;19.1;20.1;19.1666666666667;18.1;5;17.79;18.8566666666667;17.15
2016-01-12 08:00:00;19.79;19.1;20.2;19.1666666666667;18.1;5.06;17.79;18.79;17.1
2016-01-12 08:10:00;19.79;19.0666666666667;20.1333333333333;19.2;18.1;5.09;17.8566666666667;18.79;17.1
2016-01-12 08:20:00;19.89;19.0222222222222;20.15;19.2;18.0333333333333;5.09;18;18.79;17.1
2016-01-12 08:30:00;19.89;19.1;20.1;19.1;18.05;5;18;18.7;17.1
2016-01-12 08:40:00;19.89;19.0333333333333;20.1;19.1;18;4.79333333333333;17.89;18.7;17.1
2016-01-12 08:50:00;19.89;19;20.1;19.1;18;4.46666666666667;17.89;18.7;17.0333333333333
2016-01-12 09:00:00;19.8566666666667;19;20.1;19.1;18;4.2975;17.8566666666667;18.7;17
2016-01-12 09:10:00;19.79;19;20.1;19.1;17.9266666666667;4.06333333333333;17.79;18.6333333333333;17.0666666666667
2016-01-12 09:20:00;19.79;19;20.1;19.1;17.89;4.03;17.79;18.6666666666667;17.0333333333333
2016-01-12 09:30:00;19.79;19;20.1;19.0333333333333;17.89;4.09;17.79;18.6;17.0333333333333
2016-01-12 09:40:00;19.76;18.9633333333333;20.0333333333333;19;18;4.12333333333333;17.7;18.6;17
2016-01-12 09:50:00;19.7;18.9633333333333;20;19.0666666666667;18;4.26333333333333;17.7;18.6;17
2016-01-12 10:00:00;19.7;18.89;20;19.1;18;4.46333333333333;17.7;18.6;17
2016-01-12 10:10:00;19.7;18.89;19.89;19.1666666666667;18;4.73;17.7;18.5333333333333;17
2016-01-12 10:20:00;19.73;18.9266666666667;19.89;19.36;18;5.03;17.7;18.5;17
2016-01-12 10:30:00;19.79;19;19.89;19.6933333333333;18;5.15666666666667;17.7;18.5;17
2016-01-12 10:40:00;19.89;19.0333333333333;19.9633333333333;20;18.0333333333333;5.33333333333333;17.7;18.5;17.0333333333333
2016-01-12 10:50:00;19.89;19.0333333333333;19.9266666666667;20.0666666666667;18.1;5.4;17.7;18.5;17.0333333333333
2016-01-12 11:00:00;19.89;19.0333333333333;20;20.1333333333333;18.0333333333333;5.53;17.7;18.5;17.05
2016-01-12 11:10:00;20;19.1;20;20.2;18.1;5.79666666666667;17.73;18.5;17.1
2016-01-12 11:20:00;20;19.1;19.9266666666667;20.2;18.1;5.83333333333333;17.79;18.4266666666667;17.1
2016-01-12 11:30:00;20;19.1;19.945;20.1333333333333;18.1;5.96666666666667;17.79;18.5;17.1
2016-01-12 11:40:00;20;19.1;19.89;20.1;18.1;6.245;17.8566666666667;18.5;17.1
2016-01-12 11:50:00;20;19.15;19.89;20.1;18.1;6.43333333333333;17.8233333333333;18.5;17.1
2016-01-12 12:00:00;20;19.2;19.9633333333333;20.0333333333333;18.1;6.5;17.89;18.5666666666667;17.1
2016-01-12 12:10:00;20.0333333333333;19.2;19.9633333333333;20.0333333333333;18.0666666666667;6.59;17.9175;18.5666666666667;17.1
2016-01-12 12:20:00;20.1;19.2;20;20;18;6.65666666666667;17.9266666666667;18.55;17.1
2016-01-12 12:30:00;20.1;19.2;20;20;17.9633333333333;6.93333333333333;17.9725;18.6;17.1
2016-01-12 12:40:00;20.1;19.2;19.9633333333333;20;17.89;7.12666666666667;18;18.6;17.1
2016-01-12 12:50:00;20.1;19.2;19.89;19.89;17.89;7.43333333333333;18;18.5;17.1
2016-01-12 13:00:00;20.1666666666667;19.2;19.89;19.89;17.89;7.5;18;18.5;17.1666666666667
2016-01-12 13:10:00;20.1;19.1;19.89;19.8566666666667;17.8566666666667;7.4;17.89;18.5;17.1666666666667
2016-01-12 13:20:00;20.1;19.1;19.89;19.8566666666667;17.8566666666667;7.46666666666667;17.89;18.5;17.1
2016-01-12 13:30:00;20.0666666666667;19.1;19.89;19.79;17.79;7.65666666666667;17.89;18.5;17.1
2016-01-12 13:40:00;20;19.1;19.89;19.73;17.79;7.53;17.89;18.5;17.1
2016-01-12 13:50:00;20;19.1;19.89;19.7;17.79;7.62333333333333;17.945;18.5;17.1
2016-01-12 14:00:00;20;19.1;19.89;19.7;17.79;7.69;18.0777777777778;18.5;17.1
2016-01-12 14:10:00;20;19.1;19.89;19.7;17.79;7.56;18.1833333333333;18.5;17.1
2016-01-12 14:20:00;20;19.1;19.89;19.7;17.79;7.43333333333333;18.1833333333333;18.5;17.1
2016-01-12 14:30:00;20;19.1;19.89;19.6;17.73;7.295;18.1;18.5;17.1
2016-01-12 14:40:00;20;19.0333333333333;19.945;19.6;17.79;6.9;18.0666666666667;18.5;17.1
2016-01-12 14:50:00;20;19;19.89;19.5666666666667;17.7;6.96666666666667;18;18.4266666666667;17.1
2016-01-12 15:00:00;20;19;19.89;19.5;17.7;6.96666666666667;17.9725;18.4633333333333;17.1
2016-01-12 15:10:00;20;19;19.89;19.4633333333333;17.7;6.83333333333333;17.89;18.39;17.1
2016-01-12 15:20:00;19.9633333333333;18.9266666666667;19.89;19.39;17.7;6.36666666666667;18.0333333333333;18.39;17.1
2016-01-12 15:30:00;19.9633333333333;19.0333333333333;19.89;19.445;17.7;6.43333333333333;18.1666666666667;18.4975;17.1
2016-01-12 15:40:00;20;19.1;19.89;19.5333333333333;17.7;6.93333333333333;18.3233333333333;18.6666666666667;17.1666666666667
2016-01-12 15:50:00;20.0666666666667;19.1333333333333;19.89;19.6;17.7;7;18.445;18.79;17.1666666666667
2016-01-12 16:00:00;20.1;19.2;19.89;19.6;17.7;6.93333333333333;18.5285714285714;18.79;17.2
2016-01-12 16:10:00;20.1;19.1363636363636;19.89;19.5333333333333;17.7;6.72666666666667;18.4877777777778;18.78;17.2
2016-01-12 16:20:00;20.1;19.13;19.89;19.39;17.6666666666667;6.52666666666667;18.39;18.7163636363636;17.2
2016-01-12 16:30:00;20.1;19.1;19.89;19.39;17.6;6.33333333333333;18.3757142857143;18.7;17.2
2016-01-12 16:40:00;20.1;19.0375;19.8233333333333;19.29;17.6;6.12333333333333;18.242;18.7;17.1
2016-01-12 16:50:00;20.1;19.0076923076923;19.79;19.29;17.6;6.19;18.2;18.63125;17.1
2016-01-12 17:00:00;20.0666666666667;19;19.79;19.26;17.6;6.15666666666667;18.1388888888889;18.6;17.1
2016-01-12 17:10:00;20;19;19.79;19.2;17.6;6.09;18.1;18.6;17.1
2016-01-12 17:20:00;20;18.99;19.79;19.2;17.6;6.09;18.1;18.6;17.1
2016-01-12 17:30:00;20.0333333333333;18.9022222222222;19.8233333333333;19.2;17.6;6.06;18.0181818181818;18.5363636363636;17.1
2016-01-12 17:40:00;20.0333333333333;18.89;19.89;19.36;17.5333333333333;5.93333333333333;18;18.5;17.1
2016-01-12 17:50:00;20;18.89;19.89;19.6933333333333;17.6;5.52666666666667;18.0666666666667;18.5;17.0666666666667
2016-01-12 18:00:00;20;18.8566666666667;19.79;20.1633333333333;17.6;5.26;18.1333333333333;18.5;17
2016-01-12 18:10:00;20;18.8566666666667;19.79;20.29;17.5;5.06;18.2;18.6;17.0333333333333
2016-01-12 18:20:00;20;18.9266666666667;19.79;20.2;17.5;4.93333333333333;18.245;18.6666666666667;17.0333333333333
2016-01-12 18:30:00;20.0333333333333;19;19.79;20.2;17.5;4.93333333333333;18.2;18.7;17
2016-01-12 18:40:00;20.1;19.2;19.89;20.1;17.5;5;18.2;18.76;17
2016-01-12 18:50:00;20.1;19.245;19.89;19.9633333333333;17.5;4.9;18.1;18.7;17
2016-01-12 19:00:00;20.1;19.29;19.79;19.89;17.5;4.9;18.1;18.7;17
2016-01-12 19:10:00;20.1;19.37;19.79;19.8566666666667;17.5;4.86666666666667;18.0666666666667;18.6;17
2016-01-12 19:20:00;20.1;19.39;19.79;19.79;17.5;4.86666666666667;18;18.5333333333333;16.9266666666667
2016-01-12 19:30:00;20.1;19.39;19.79;19.76;17.5;4.93333333333333;17.9633333333333;18.5;16.89
2016-01-12 19:40:00;20.1;19.39;19.79;19.7;17.5;4.93333333333333;17.89;18.5;16.9633333333333
2016-01-12 19:50:00;20.0333333333333;19.39;19.79;19.6666666666667;17.5;4.62666666666667;17.89;18.5;16.89
2016-01-12 20:00:00;20.1;19.39;19.79;19.6;17.5;4.4;17.89;18.5;16.89
2016-01-12 20:10:00;20.0666666666667;19.3566666666667;19.79;19.6;17.5;4.36666666666667;17.79;18.5;16.89
2016-01-12 20:20:00;20;19.29;19.79;19.5333333333333;17.5;4.53;17.79;18.39;16.89
2016-01-12 20:30:00;20;19.29;19.79;19.5;17.5;4.59;17.79;18.39;16.89
2016-01-12 20:40:00;20;19.26;19.79;19.5;17.5;4.56;17.79;18.39;16.89
2016-01-12 20:50:00;19.9266666666667;19.2;19.79;19.4633333333333;17.39;4.36666666666667;17.79;18.39;16.89
2016-01-12 21:00:00;19.89;19.2;19.79;19.39;17.39;4.26333333333333;17.73;18.39;16.89
2016-01-12 21:10:00;19.89;19.2;19.79;19.39;17.39;4.26333333333333;17.7;18.39;16.89
2016-01-12 21:20:00;19.89;19.1;19.79;19.3233333333333;17.39;4.4;17.7;18.29;16.89
2016-01-12 21:30:00;19.8233333333333;19.1;19.79;19.29;17.39;4.46666666666667;17.7;18.29;16.89
2016-01-12 21:40:00;19.79;19.0444444444444;19.73;19.29;17.39;4.62333333333333;17.625;18.29;16.79
2016-01-12 21:50:00;19.79;19;19.7;19.29;17.39;4.69;17.7245454545455;18.29;16.79
2016-01-12 22:00:00;19.76;19;19.7;19.29;17.39;4.83333333333333;17.78;18.3627272727273;16.89
2016-01-12 22:10:00;19.7;19;19.7;19.23;17.39;4.96666666666667;17.8066666666667;18.479375;16.89
2016-01-12 22:20:00;19.7;19;19.7;19.2;17.39;5.09;17.8566666666667;18.5588235294118;16.89
2016-01-12 22:30:00;19.6333333333333;18.910625;19.73;19.2;17.39;5.09;17.89;18.6;16.89
2016-01-12 22:40:00;19.6666666666667;18.89;19.79;19.2;17.39;5.19;17.84;18.6;16.9266666666667
2016-01-12 22:50:00;19.6;18.89;19.79;19.2;17.39;5.2725;17.8445454545455;18.6;16.9266666666667
2016-01-12 23:00:00;19.6;18.89;19.79;19.1333333333333;17.3566666666667;5.36666666666667;17.84625;18.6333333333333;17
2016-01-12 23:10:00;19.5333333333333;18.8081818181818;19.79;19.1333333333333;17.3566666666667;5.5;17.89;18.6142857142857;17
2016-01-12 23:20:00;19.5;18.79;19.79;19.1;17.29;5.56;17.8011111111111;18.6;17
2016-01-12 23:30:00;19.5;18.79;19.79;19.1;17.29;5.69;17.79;18.625;17
2016-01-12 23:40:00;19.5;18.79;19.79;19.1;17.29;5.69;17.79;18.7;17
2016-01-12 23:50:00;19.5;18.775;19.89;19.0333333333333;17.29;5.8;17.79;18.7;17
2016-01-13 00:00:00;19.4266666666667;18.7;19.89;19;17.29;5.86666666666667;17.84;18.7;17
2016-01-13 00:10:00;19.39;18.7;19.89;19;17.29;6;17.8042857142857;18.7257142857143;17
2016-01-13 00:20:00;19.39;18.7;19.89;18.9633333333333;17.29;6;17.815;18.79;17
2016-01-13 00:30:00;19.39;18.6909090909091;19.89;18.89;17.29;5.73;17.89;18.75;17
2016-01-13 00:40:00;19.39;18.6777777777778;19.89;18.89;17.29;5.53;17.89;18.815;17
2016-01-13 00:50:00;19.39;18.6428571428571;19.8233333333333;18.89;17.29;5.5;17.89;18.8757142857143;17
2016-01-13 01:00:00;19.3233333333333;18.6;19.79;18.89;17.29;5.56;17.89;18.7514285714286;17
2016-01-13 01:10:00;19.29;18.6;19.79;18.89;17.29;5.5;17.89;18.7;17.0333333333333
2016-01-13 01:20:00;19.29;18.6;19.79;18.89;17.29;5.43333333333333;17.89;18.7;17.0333333333333
2016-01-13 01:30:00;19.29;18.5888888888889;19.8566666666667;18.79;17.29;5.4;17.89;18.7;17
2016-01-13 01:40:00;19.29;18.5;19.89;18.79;17.29;5.4;17.89;18.7;17
2016-01-13 01:50:00;19.29;18.5;19.89;18.79;17.29;5.4;17.89;18.7;17.1
2016-01-13 02:00:00;19.29;18.5;19.89;18.79;17.29;5.4;17.979375;18.7;17.0333333333333
2016-01-13 02:10:00;19.2;18.5;19.89;18.79;17.29;5.46666666666667;18;18.705;17.1
2016-01-13 02:20:00;19.2;18.5;19.89;18.79;17.23;5.5;18;18.75;17.1
2016-01-13 02:30:00;19.2;18.5;19.89;18.76;17.26;5.56;18;18.705;17.1
2016-01-13 02:40:00;19.2;18.5;19.89;18.7;17.26;5.59;18;18.73;17.1
2016-01-13 02:50:00;19.2;18.4830769230769;19.9633333333333;18.7;17.2;5.65666666666667;18;18.765;17.1
2016-01-13 03:00:00;19.1;18.4938888888889;19.89;18.7;17.2;5.69;18;18.74;17.1
2016-01-13 03:10:00;19.1;18.4205555555556;19.89;18.7;17.2;5.69;18.0111111111111;18.725;17.1
2016-01-13 03:20:00;19.1;18.3961111111111;19.89;18.7;17.2;5.69;18.0333333333333;18.71;17.1
2016-01-13 03:30:00;19.1;18.39;19.89;18.7;17.2;5.69;18.0611111111111;18.73;17.1
2016-01-13 03:40:00;19.1;18.39;19.8233333333333;18.7;17.2;5.72666666666667;18.0277777777778;18.715;17.1
2016-01-13 03:50:00;19.1;18.3718181818182;19.79;18.6333333333333;17.2;5.8;18;18.725;17.1
2016-01-13 04:00:00;19.0333333333333;18.3076470588235;19.79;18.6333333333333;17.2;5.83333333333333;18;18.7;17.1
2016-01-13 04:10:00;19.0333333333333;18.3429411764706;19.8233333333333;18.6;17.2;5.83333333333333;18.05;18.7245454545455;17.1
2016-01-13 04:20:00;19;18.34;19.8233333333333;18.6;17.2;5.8;18;18.74;17.2
2016-01-13 04:30:00;19;18.29;19.89;18.6;17.2;5.76333333333333;18;18.725;17.2
2016-01-13 04:40:00;19;18.29;19.89;18.5333333333333;17.2;5.62333333333333;18.0277777777778;18.7;17.2
2016-01-13 04:50:00;19;18.29;19.89;18.6;17.2;5.62333333333333;18.0277777777778;18.7;17.2
2016-01-13 05:00:00;18.9633333333333;18.273125;19.89;18.5666666666667;17.2;5.69;18.0125;18.7;17.2
2016-01-13 05:10:00;18.89;18.29;19.89;18.5;17.2;5.56;18;18.7;17.2
2016-01-13 05:20:00;18.89;18.245;19.89;18.5;17.1;5.43333333333333;18;18.7;17.2
2016-01-13 05:30:00;18.89;18.2;19.9633333333333;18.5;17.1666666666667;5.22666666666667;18;18.7;17.2
2016-01-13 05:40:00;18.89;18.2;19.89;18.5;17.2;5.36666666666667;18;18.7;17.2
2016-01-13 05:50:00;18.89;18.2;19.9266666666667;18.5;17.2;5.5;18;18.7;17.2
2016-01-13 06:00:00;18.89;18.2;19.9266666666667;18.4633333333333;17.1666666666667;5.56;18.0055555555556;18.7;17.2
2016-01-13 06:10:00;18.865;18.2;19.89;18.4633333333333;17.1333333333333;5.59;18.0333333333333;18.7;17.2
2016-01-13 06:20:00;18.79;18.2;19.815;18.39;17.1;5.59;18.0571428571429;18.7;17.2
2016-01-13 06:30:00;18.89;18.2;19.73;18.39;17.1666666666667;5.59;18.0714285714286;18.6818181818182;17.2
2016-01-13 06:40:00;18.89;18.1727272727273;19.7;18.39;18.85;5.53;18;18.6272727272727;17.2
2016-01-13 06:50:00;18.89;18.1818181818182;19.7;18.39;18.76;5.53;18.05;18.6428571428571;17.2
2016-01-13 07:00:00;18.89;18.15;19.6;18.39;18.9666666666667;5.59;18.1;18.6;17.2
2016-01-13 07:10:00;18.79;18.1;19.5333333333333;18.39;19.76;5.59;18.1;18.6;17.2
2016-01-13 07:20:00;18.79;18.1;19.5;18.39;19.3;5.59;18;18.6;17.2
2016-01-13 07:30:00;18.79;18.05;19.5;18.39;18.89;5.59;17.945;18.55;17.2
2016-01-13 07:40:00;18.79;18.1;19.5;18.3233333333333;18.615;5.59;17.89;18.5;17.2
2016-01-13 07:50:00;18.79;18.1;19.5;18.29;18.5;5.59;17.89;18.5;17.1
2016-01-13 08:00:00;18.79;18;19.5;18.29;18.3566666666667;5.59;17.89;18.5;17.1
2016-01-13 08:10:00;18.79;18;19.5;18.29;18.29;5.59;17.79;18.39;17.1
2016-01-13 08:20:00;18.79;18;19.5;18.29;18.2225;5.56;17.79;18.39;17.1
2016-01-13 08:30:00;18.79;18;19.4266666666667;18.23;18.2;5.5;17.76;18.39;17.1
2016-01-13 08:40:00;18.79;18;19.39;18.4966666666667;18.2;5.46666666666667;17.7;18.29;17.1
2016-01-13 08:50:00;18.79;18;19.39;18.8233333333333;18.26;5.4;17.7;18.29;17
2016-01-13 09:00:00;18.8566666666667;18.0666666666667;19.39;19.03;18.29;5.5;17.7;18.29;17
2016-01-13 09:10:00;18.89;18.1333333333333;19.4633333333333;19.46;18.29;5.5;17.7;18.29;17
2016-01-13 09:20:00;18.9975;18.26;19.5;19.7266666666667;18.2;5.59;17.73;18.26;17
2016-01-13 09:30:00;19.1;18.3233333333333;19.5;20.0666666666667;18.1333333333333;5.59;17.8566666666667;18.2;17
2016-01-13 09:40:00;19.1333333333333;18.4633333333333;19.4266666666667;20.2;18.1;5.59;17.79;18.26;17
2016-01-13 09:50:00;19.2;18.5333333333333;19.4633333333333;20.1666666666667;18.0333333333333;5.59;17.73;18.26;17
2016-01-13 10:00:00;19.2;18.6;19.39;20.1;18;5.45;17.7;18.26;17.1
2016-01-13 10:10:00;19.2;18.6;19.39;20.1;17.9633333333333;5.53;17.7;18.2;17.1
2016-01-13 10:20:00;19.2;18.6666666666667;19.4633333333333;20.1;17.89;5.65666666666667;17.6666666666667;18.15;17.1
2016-01-13 10:30:00;19.2;18.7;19.5;20.05;17.89;5.72666666666667;17.6;18.1;17.1
